main.py --seed 7

Namespace(algo='q-learning', convg=0.5, env='tokens-v0', eps_final=0.01, eps_frames=1200, eps_start=1.0, frames=6000, games=500, gamma=0.99, log_interval=1, lr=1e-05, model=None, save_interval=1, seed=7)

Environments loaded

Training status loaded

U 3 | F 3 | G 1 | D 0 | EPS 0.998 | L 0.485 | R 1.000 | Avg L 0.485 | Avg R 1.000
U 33 | F 33 | G 10 | D 0 | EPS 0.973 | L -1.150 | R 4.000 | Avg L -0.115 | Avg R 0.400
U 33 | F 33 | G 11 | D 0 | EPS 0.973 | L -1.665 | R 4.000 | Avg L -0.151 | Avg R 0.364
U 34 | F 34 | G 11 | D 0 | EPS 0.973 | L -1.665 | R 4.000 | Avg L -0.151 | Avg R 0.364
U 35 | F 35 | G 11 | D 0 | EPS 0.972 | L -1.665 | R 4.000 | Avg L -0.151 | Avg R 0.364
U 36 | F 36 | G 11 | D 0 | EPS 0.971 | L -1.665 | R 4.000 | Avg L -0.151 | Avg R 0.364
U 36 | F 36 | G 12 | D 0 | EPS 0.970 | L -2.180 | R 4.000 | Avg L -0.182 | Avg R 0.333
U 37 | F 37 | G 12 | D 0 | EPS 0.970 | L -2.180 | R 4.000 | Avg L -0.182 | Avg R 0.333
U 38 | F 38 | G 12 | D 0 | EPS 0.969 | L -2.180 | R 4.000 | Avg L -0.182 | Avg R 0.333
U 39 | F 39 | G 12 | D 0 | EPS 0.968 | L -2.180 | R 4.000 | Avg L -0.182 | Avg R 0.333
U 39 | F 39 | G 13 | D 0 | EPS 0.968 | L -1.695 | R 5.000 | Avg L -0.130 | Avg R 0.385
U 40 | F 40 | G 13 | D 0 | EPS 0.968 | L -1.695 | R 5.000 | Avg L -0.130 | Avg R 0.385
U 41 | F 41 | G 13 | D 0 | EPS 0.967 | L -1.695 | R 5.000 | Avg L -0.130 | Avg R 0.385
U 42 | F 42 | G 13 | D 0 | EPS 0.966 | L -1.695 | R 5.000 | Avg L -0.130 | Avg R 0.385
U 42 | F 42 | G 14 | D 0 | EPS 0.965 | L -2.210 | R 5.000 | Avg L -0.158 | Avg R 0.357
U 43 | F 43 | G 14 | D 0 | EPS 0.965 | L -2.210 | R 5.000 | Avg L -0.158 | Avg R 0.357
U 44 | F 44 | G 14 | D 0 | EPS 0.964 | L -2.210 | R 5.000 | Avg L -0.158 | Avg R 0.357
U 45 | F 45 | G 14 | D 0 | EPS 0.963 | L -2.210 | R 5.000 | Avg L -0.158 | Avg R 0.357
U 45 | F 45 | G 15 | D 0 | EPS 0.963 | L -1.725 | R 6.000 | Avg L -0.115 | Avg R 0.400
U 46 | F 46 | G 15 | D 0 | EPS 0.963 | L -1.725 | R 6.000 | Avg L -0.115 | Avg R 0.400
U 47 | F 47 | G 15 | D 0 | EPS 0.962 | L -1.725 | R 6.000 | Avg L -0.115 | Avg R 0.400
U 48 | F 48 | G 15 | D 0 | EPS 0.961 | L -1.725 | R 6.000 | Avg L -0.115 | Avg R 0.400
U 48 | F 48 | G 16 | D 0 | EPS 0.960 | L -2.240 | R 6.000 | Avg L -0.140 | Avg R 0.375
U 49 | F 49 | G 16 | D 0 | EPS 0.960 | L -2.240 | R 6.000 | Avg L -0.140 | Avg R 0.375
U 50 | F 50 | G 16 | D 0 | EPS 0.959 | L -2.240 | R 6.000 | Avg L -0.140 | Avg R 0.375
U 51 | F 51 | G 16 | D 0 | EPS 0.958 | L -2.240 | R 6.000 | Avg L -0.140 | Avg R 0.375
U 51 | F 51 | G 17 | D 0 | EPS 0.958 | L -1.755 | R 7.000 | Avg L -0.103 | Avg R 0.412
U 52 | F 52 | G 17 | D 0 | EPS 0.958 | L -1.755 | R 7.000 | Avg L -0.103 | Avg R 0.412
U 53 | F 53 | G 17 | D 0 | EPS 0.957 | L -1.755 | R 7.000 | Avg L -0.103 | Avg R 0.412
U 54 | F 54 | G 17 | D 0 | EPS 0.956 | L -1.755 | R 7.000 | Avg L -0.103 | Avg R 0.412
U 54 | F 54 | G 18 | D 0 | EPS 0.955 | L -1.270 | R 8.000 | Avg L -0.071 | Avg R 0.444
U 55 | F 55 | G 18 | D 0 | EPS 0.955 | L -1.270 | R 8.000 | Avg L -0.071 | Avg R 0.444
U 56 | F 56 | G 18 | D 0 | EPS 0.954 | L -1.270 | R 8.000 | Avg L -0.071 | Avg R 0.444
U 57 | F 57 | G 18 | D 0 | EPS 0.953 | L -1.270 | R 8.000 | Avg L -0.071 | Avg R 0.444
U 57 | F 57 | G 19 | D 0 | EPS 0.953 | L -1.785 | R 8.000 | Avg L -0.094 | Avg R 0.421
U 58 | F 58 | G 19 | D 0 | EPS 0.953 | L -1.785 | R 8.000 | Avg L -0.094 | Avg R 0.421
U 59 | F 59 | G 19 | D 0 | EPS 0.952 | L -1.785 | R 8.000 | Avg L -0.094 | Avg R 0.421
U 60 | F 60 | G 19 | D 0 | EPS 0.951 | L -1.785 | R 8.000 | Avg L -0.094 | Avg R 0.421
U 60 | F 60 | G 20 | D 0 | EPS 0.950 | L -2.300 | R 8.000 | Avg L -0.115 | Avg R 0.400
U 61 | F 61 | G 20 | D 0 | EPS 0.950 | L -2.300 | R 8.000 | Avg L -0.115 | Avg R 0.400
U 62 | F 62 | G 20 | D 0 | EPS 0.949 | L -2.300 | R 8.000 | Avg L -0.115 | Avg R 0.400
U 63 | F 63 | G 20 | D 0 | EPS 0.948 | L -2.300 | R 8.000 | Avg L -0.115 | Avg R 0.400
U 63 | F 63 | G 21 | D 0 | EPS 0.948 | L -1.815 | R 9.000 | Avg L -0.086 | Avg R 0.429
U 64 | F 64 | G 21 | D 0 | EPS 0.948 | L -1.815 | R 9.000 | Avg L -0.086 | Avg R 0.429
U 65 | F 65 | G 21 | D 0 | EPS 0.947 | L -1.815 | R 9.000 | Avg L -0.086 | Avg R 0.429
U 66 | F 66 | G 21 | D 0 | EPS 0.946 | L -1.815 | R 9.000 | Avg L -0.086 | Avg R 0.429
U 66 | F 66 | G 22 | D 0 | EPS 0.945 | L -2.330 | R 9.000 | Avg L -0.106 | Avg R 0.409
U 67 | F 67 | G 22 | D 0 | EPS 0.945 | L -2.330 | R 9.000 | Avg L -0.106 | Avg R 0.409
U 68 | F 68 | G 22 | D 0 | EPS 0.944 | L -2.330 | R 9.000 | Avg L -0.106 | Avg R 0.409
U 69 | F 69 | G 22 | D 0 | EPS 0.943 | L -2.330 | R 9.000 | Avg L -0.106 | Avg R 0.409
U 69 | F 69 | G 23 | D 0 | EPS 0.943 | L -1.845 | R 10.000 | Avg L -0.080 | Avg R 0.435
U 70 | F 70 | G 23 | D 0 | EPS 0.943 | L -1.845 | R 10.000 | Avg L -0.080 | Avg R 0.435
U 71 | F 71 | G 23 | D 0 | EPS 0.942 | L -1.845 | R 10.000 | Avg L -0.080 | Avg R 0.435
U 72 | F 72 | G 23 | D 0 | EPS 0.941 | L -1.845 | R 10.000 | Avg L -0.080 | Avg R 0.435
U 72 | F 72 | G 24 | D 0 | EPS 0.940 | L -1.360 | R 11.000 | Avg L -0.057 | Avg R 0.458
U 73 | F 73 | G 24 | D 0 | EPS 0.940 | L -1.360 | R 11.000 | Avg L -0.057 | Avg R 0.458
U 74 | F 74 | G 24 | D 0 | EPS 0.939 | L -1.360 | R 11.000 | Avg L -0.057 | Avg R 0.458
U 75 | F 75 | G 24 | D 0 | EPS 0.938 | L -1.360 | R 11.000 | Avg L -0.057 | Avg R 0.458
U 75 | F 75 | G 25 | D 0 | EPS 0.938 | L -0.875 | R 12.000 | Avg L -0.035 | Avg R 0.480
U 76 | F 76 | G 25 | D 0 | EPS 0.938 | L -0.875 | R 12.000 | Avg L -0.035 | Avg R 0.480
U 77 | F 77 | G 25 | D 0 | EPS 0.937 | L -0.875 | R 12.000 | Avg L -0.035 | Avg R 0.480
U 78 | F 78 | G 25 | D 0 | EPS 0.936 | L -0.875 | R 12.000 | Avg L -0.035 | Avg R 0.480
U 78 | F 78 | G 26 | D 0 | EPS 0.935 | L -0.390 | R 13.000 | Avg L -0.015 | Avg R 0.500
U 79 | F 79 | G 26 | D 0 | EPS 0.935 | L -0.390 | R 13.000 | Avg L -0.015 | Avg R 0.500
U 80 | F 80 | G 26 | D 0 | EPS 0.934 | L -0.390 | R 13.000 | Avg L -0.015 | Avg R 0.500
U 81 | F 81 | G 26 | D 0 | EPS 0.933 | L -0.390 | R 13.000 | Avg L -0.015 | Avg R 0.500
U 81 | F 81 | G 27 | D 0 | EPS 0.932 | L -0.905 | R 13.000 | Avg L -0.034 | Avg R 0.481
U 82 | F 82 | G 27 | D 0 | EPS 0.932 | L -0.905 | R 13.000 | Avg L -0.034 | Avg R 0.481
U 83 | F 83 | G 27 | D 0 | EPS 0.932 | L -0.905 | R 13.000 | Avg L -0.034 | Avg R 0.481
U 84 | F 84 | G 27 | D 0 | EPS 0.931 | L -0.905 | R 13.000 | Avg L -0.034 | Avg R 0.481
U 84 | F 84 | G 28 | D 0 | EPS 0.930 | L -0.420 | R 14.000 | Avg L -0.015 | Avg R 0.500
U 85 | F 85 | G 28 | D 0 | EPS 0.930 | L -0.420 | R 14.000 | Avg L -0.015 | Avg R 0.500
U 86 | F 86 | G 28 | D 0 | EPS 0.929 | L -0.420 | R 14.000 | Avg L -0.015 | Avg R 0.500
U 87 | F 87 | G 28 | D 0 | EPS 0.928 | L -0.420 | R 14.000 | Avg L -0.015 | Avg R 0.500
U 87 | F 87 | G 29 | D 0 | EPS 0.927 | L 0.065 | R 15.000 | Avg L 0.002 | Avg R 0.517
U 88 | F 88 | G 29 | D 0 | EPS 0.927 | L 0.065 | R 15.000 | Avg L 0.002 | Avg R 0.517
U 89 | F 89 | G 29 | D 0 | EPS 0.927 | L 0.065 | R 15.000 | Avg L 0.002 | Avg R 0.517
U 90 | F 90 | G 29 | D 0 | EPS 0.926 | L 0.065 | R 15.000 | Avg L 0.002 | Avg R 0.517
U 90 | F 90 | G 30 | D 0 | EPS 0.925 | L 0.550 | R 16.000 | Avg L 0.018 | Avg R 0.533
U 91 | F 91 | G 30 | D 0 | EPS 0.925 | L 0.550 | R 16.000 | Avg L 0.018 | Avg R 0.533
U 92 | F 92 | G 30 | D 0 | EPS 0.924 | L 0.550 | R 16.000 | Avg L 0.018 | Avg R 0.533
U 93 | F 93 | G 30 | D 0 | EPS 0.923 | L 0.550 | R 16.000 | Avg L 0.018 | Avg R 0.533
U 93 | F 93 | G 31 | D 0 | EPS 0.922 | L 0.035 | R 16.000 | Avg L 0.001 | Avg R 0.516
U 94 | F 94 | G 31 | D 0 | EPS 0.922 | L 0.035 | R 16.000 | Avg L 0.001 | Avg R 0.516
U 95 | F 95 | G 31 | D 0 | EPS 0.922 | L 0.035 | R 16.000 | Avg L 0.001 | Avg R 0.516
U 96 | F 96 | G 31 | D 0 | EPS 0.921 | L 0.035 | R 16.000 | Avg L 0.001 | Avg R 0.516
U 96 | F 96 | G 32 | D 0 | EPS 0.920 | L 0.520 | R 17.000 | Avg L 0.016 | Avg R 0.531
U 97 | F 97 | G 32 | D 0 | EPS 0.920 | L 0.520 | R 17.000 | Avg L 0.016 | Avg R 0.531
U 98 | F 98 | G 32 | D 0 | EPS 0.919 | L 0.520 | R 17.000 | Avg L 0.016 | Avg R 0.531
U 99 | F 99 | G 32 | D 0 | EPS 0.918 | L 0.520 | R 17.000 | Avg L 0.016 | Avg R 0.531
U 99 | F 99 | G 33 | D 0 | EPS 0.917 | L 0.005 | R 17.000 | Avg L 0.000 | Avg R 0.515
U 100 | F 100 | G 33 | D 0 | EPS 0.917 | L 0.005 | R 17.000 | Avg L 0.000 | Avg R 0.515
U 101 | F 101 | G 33 | D 0 | EPS 0.917 | L 0.005 | R 17.000 | Avg L 0.000 | Avg R 0.515
U 102 | F 102 | G 33 | D 0 | EPS 0.916 | L 0.005 | R 17.000 | Avg L 0.000 | Avg R 0.515
U 102 | F 102 | G 34 | D 0 | EPS 0.915 | L 0.490 | R 18.000 | Avg L 0.014 | Avg R 0.529
U 103 | F 103 | G 34 | D 0 | EPS 0.915 | L 0.490 | R 18.000 | Avg L 0.014 | Avg R 0.529
U 104 | F 104 | G 34 | D 0 | EPS 0.914 | L 0.490 | R 18.000 | Avg L 0.014 | Avg R 0.529
U 105 | F 105 | G 34 | D 0 | EPS 0.913 | L 0.490 | R 18.000 | Avg L 0.014 | Avg R 0.529
U 105 | F 105 | G 35 | D 0 | EPS 0.912 | L -0.025 | R 18.000 | Avg L -0.001 | Avg R 0.514
U 106 | F 106 | G 35 | D 0 | EPS 0.912 | L -0.025 | R 18.000 | Avg L -0.001 | Avg R 0.514
U 107 | F 107 | G 35 | D 0 | EPS 0.912 | L -0.025 | R 18.000 | Avg L -0.001 | Avg R 0.514
U 108 | F 108 | G 35 | D 0 | EPS 0.911 | L -0.025 | R 18.000 | Avg L -0.001 | Avg R 0.514
U 108 | F 108 | G 36 | D 0 | EPS 0.910 | L -0.540 | R 18.000 | Avg L -0.015 | Avg R 0.500
U 109 | F 109 | G 36 | D 0 | EPS 0.910 | L -0.540 | R 18.000 | Avg L -0.015 | Avg R 0.500
U 110 | F 110 | G 36 | D 0 | EPS 0.909 | L -0.540 | R 18.000 | Avg L -0.015 | Avg R 0.500
U 111 | F 111 | G 36 | D 0 | EPS 0.908 | L -0.540 | R 18.000 | Avg L -0.015 | Avg R 0.500
U 111 | F 111 | G 37 | D 0 | EPS 0.907 | L -1.055 | R 18.000 | Avg L -0.029 | Avg R 0.486
U 112 | F 112 | G 37 | D 0 | EPS 0.907 | L -1.055 | R 18.000 | Avg L -0.029 | Avg R 0.486
U 113 | F 113 | G 37 | D 0 | EPS 0.907 | L -1.055 | R 18.000 | Avg L -0.029 | Avg R 0.486
U 114 | F 114 | G 37 | D 0 | EPS 0.906 | L -1.055 | R 18.000 | Avg L -0.029 | Avg R 0.486
U 114 | F 114 | G 38 | D 0 | EPS 0.905 | L -0.570 | R 19.000 | Avg L -0.015 | Avg R 0.500
U 115 | F 115 | G 38 | D 0 | EPS 0.905 | L -0.570 | R 19.000 | Avg L -0.015 | Avg R 0.500
U 116 | F 116 | G 38 | D 0 | EPS 0.904 | L -0.570 | R 19.000 | Avg L -0.015 | Avg R 0.500
U 117 | F 117 | G 38 | D 0 | EPS 0.903 | L -0.570 | R 19.000 | Avg L -0.015 | Avg R 0.500
U 117 | F 117 | G 39 | D 0 | EPS 0.902 | L -0.085 | R 20.000 | Avg L -0.002 | Avg R 0.513
U 118 | F 118 | G 39 | D 0 | EPS 0.902 | L -0.085 | R 20.000 | Avg L -0.002 | Avg R 0.513
U 119 | F 119 | G 39 | D 0 | EPS 0.902 | L -0.085 | R 20.000 | Avg L -0.002 | Avg R 0.513
U 120 | F 120 | G 39 | D 0 | EPS 0.901 | L -0.085 | R 20.000 | Avg L -0.002 | Avg R 0.513
U 120 | F 120 | G 40 | D 0 | EPS 0.900 | L -0.600 | R 20.000 | Avg L -0.015 | Avg R 0.500
U 121 | F 121 | G 40 | D 0 | EPS 0.900 | L -0.600 | R 20.000 | Avg L -0.015 | Avg R 0.500
U 122 | F 122 | G 40 | D 0 | EPS 0.899 | L -0.600 | R 20.000 | Avg L -0.015 | Avg R 0.500
U 123 | F 123 | G 40 | D 0 | EPS 0.898 | L -0.600 | R 20.000 | Avg L -0.015 | Avg R 0.500
U 123 | F 123 | G 41 | D 0 | EPS 0.897 | L -0.115 | R 21.000 | Avg L -0.003 | Avg R 0.512
U 124 | F 124 | G 41 | D 0 | EPS 0.897 | L -0.115 | R 21.000 | Avg L -0.003 | Avg R 0.512
U 125 | F 125 | G 41 | D 0 | EPS 0.897 | L -0.115 | R 21.000 | Avg L -0.003 | Avg R 0.512
U 126 | F 126 | G 41 | D 0 | EPS 0.896 | L -0.115 | R 21.000 | Avg L -0.003 | Avg R 0.512
U 126 | F 126 | G 42 | D 0 | EPS 0.895 | L 0.370 | R 22.000 | Avg L 0.009 | Avg R 0.524
U 127 | F 127 | G 42 | D 0 | EPS 0.895 | L 0.370 | R 22.000 | Avg L 0.009 | Avg R 0.524
U 128 | F 128 | G 42 | D 0 | EPS 0.894 | L 0.370 | R 22.000 | Avg L 0.009 | Avg R 0.524
U 129 | F 129 | G 42 | D 0 | EPS 0.893 | L 0.370 | R 22.000 | Avg L 0.009 | Avg R 0.524
U 129 | F 129 | G 43 | D 0 | EPS 0.892 | L 0.855 | R 23.000 | Avg L 0.020 | Avg R 0.535
U 130 | F 130 | G 43 | D 0 | EPS 0.892 | L 0.855 | R 23.000 | Avg L 0.020 | Avg R 0.535
U 131 | F 131 | G 43 | D 0 | EPS 0.892 | L 0.855 | R 23.000 | Avg L 0.020 | Avg R 0.535
U 132 | F 132 | G 43 | D 0 | EPS 0.891 | L 0.855 | R 23.000 | Avg L 0.020 | Avg R 0.535
U 132 | F 132 | G 44 | D 0 | EPS 0.890 | L 0.340 | R 23.000 | Avg L 0.008 | Avg R 0.523
U 133 | F 133 | G 44 | D 0 | EPS 0.890 | L 0.340 | R 23.000 | Avg L 0.008 | Avg R 0.523
U 134 | F 134 | G 44 | D 0 | EPS 0.889 | L 0.340 | R 23.000 | Avg L 0.008 | Avg R 0.523
U 135 | F 135 | G 44 | D 0 | EPS 0.888 | L 0.340 | R 23.000 | Avg L 0.008 | Avg R 0.523
U 135 | F 135 | G 45 | D 0 | EPS 0.887 | L -0.175 | R 23.000 | Avg L -0.004 | Avg R 0.511
U 136 | F 136 | G 45 | D 0 | EPS 0.887 | L -0.175 | R 23.000 | Avg L -0.004 | Avg R 0.511
U 137 | F 137 | G 45 | D 0 | EPS 0.887 | L -0.175 | R 23.000 | Avg L -0.004 | Avg R 0.511
U 138 | F 138 | G 45 | D 0 | EPS 0.886 | L -0.175 | R 23.000 | Avg L -0.004 | Avg R 0.511
U 138 | F 138 | G 46 | D 0 | EPS 0.885 | L -0.690 | R 23.000 | Avg L -0.015 | Avg R 0.500
U 139 | F 139 | G 46 | D 0 | EPS 0.885 | L -0.690 | R 23.000 | Avg L -0.015 | Avg R 0.500
U 140 | F 140 | G 46 | D 0 | EPS 0.884 | L -0.690 | R 23.000 | Avg L -0.015 | Avg R 0.500
U 141 | F 141 | G 46 | D 0 | EPS 0.883 | L -0.690 | R 23.000 | Avg L -0.015 | Avg R 0.500
U 141 | F 141 | G 47 | D 0 | EPS 0.883 | L -0.205 | R 24.000 | Avg L -0.004 | Avg R 0.511
U 142 | F 142 | G 47 | D 0 | EPS 0.883 | L -0.205 | R 24.000 | Avg L -0.004 | Avg R 0.511
U 143 | F 143 | G 47 | D 0 | EPS 0.882 | L -0.205 | R 24.000 | Avg L -0.004 | Avg R 0.511
U 144 | F 144 | G 47 | D 0 | EPS 0.881 | L -0.205 | R 24.000 | Avg L -0.004 | Avg R 0.511
U 144 | F 144 | G 48 | D 0 | EPS 0.880 | L -0.720 | R 24.000 | Avg L -0.015 | Avg R 0.500
U 145 | F 145 | G 48 | D 0 | EPS 0.880 | L -0.720 | R 24.000 | Avg L -0.015 | Avg R 0.500
U 146 | F 146 | G 48 | D 0 | EPS 0.879 | L -0.720 | R 24.000 | Avg L -0.015 | Avg R 0.500
U 147 | F 147 | G 48 | D 0 | EPS 0.878 | L -0.720 | R 24.000 | Avg L -0.015 | Avg R 0.500
U 147 | F 147 | G 49 | D 0 | EPS 0.877 | L -0.235 | R 25.000 | Avg L -0.005 | Avg R 0.510
U 148 | F 148 | G 49 | D 0 | EPS 0.877 | L -0.235 | R 25.000 | Avg L -0.005 | Avg R 0.510
U 149 | F 149 | G 49 | D 0 | EPS 0.877 | L -0.235 | R 25.000 | Avg L -0.005 | Avg R 0.510
U 150 | F 150 | G 49 | D 0 | EPS 0.876 | L -0.235 | R 25.000 | Avg L -0.005 | Avg R 0.510
U 150 | F 150 | G 50 | D 0 | EPS 0.875 | L 0.250 | R 26.000 | Avg L 0.005 | Avg R 0.520
U 151 | F 151 | G 50 | D 0 | EPS 0.875 | L 0.250 | R 26.000 | Avg L 0.005 | Avg R 0.520
U 152 | F 152 | G 50 | D 0 | EPS 0.874 | L 0.250 | R 26.000 | Avg L 0.005 | Avg R 0.520
U 153 | F 153 | G 50 | D 0 | EPS 0.873 | L 0.250 | R 26.000 | Avg L 0.005 | Avg R 0.520
U 153 | F 153 | G 51 | D 0 | EPS 0.873 | L 0.735 | R 27.000 | Avg L 0.014 | Avg R 0.529
U 154 | F 154 | G 51 | D 0 | EPS 0.873 | L 0.735 | R 27.000 | Avg L 0.014 | Avg R 0.529
U 155 | F 155 | G 51 | D 0 | EPS 0.872 | L 0.735 | R 27.000 | Avg L 0.014 | Avg R 0.529
U 156 | F 156 | G 51 | D 0 | EPS 0.871 | L 0.735 | R 27.000 | Avg L 0.014 | Avg R 0.529
U 156 | F 156 | G 52 | D 0 | EPS 0.870 | L 1.220 | R 28.000 | Avg L 0.023 | Avg R 0.538
U 157 | F 157 | G 52 | D 0 | EPS 0.870 | L 1.220 | R 28.000 | Avg L 0.023 | Avg R 0.538
U 158 | F 158 | G 52 | D 0 | EPS 0.869 | L 1.220 | R 28.000 | Avg L 0.023 | Avg R 0.538
U 159 | F 159 | G 52 | D 0 | EPS 0.868 | L 1.220 | R 28.000 | Avg L 0.023 | Avg R 0.538
U 159 | F 159 | G 53 | D 0 | EPS 0.867 | L 0.705 | R 28.000 | Avg L 0.013 | Avg R 0.528
U 160 | F 160 | G 53 | D 0 | EPS 0.867 | L 0.705 | R 28.000 | Avg L 0.013 | Avg R 0.528
U 161 | F 161 | G 53 | D 0 | EPS 0.867 | L 0.705 | R 28.000 | Avg L 0.013 | Avg R 0.528
U 162 | F 162 | G 53 | D 0 | EPS 0.866 | L 0.705 | R 28.000 | Avg L 0.013 | Avg R 0.528
U 162 | F 162 | G 54 | D 0 | EPS 0.865 | L 1.190 | R 29.000 | Avg L 0.022 | Avg R 0.537
U 163 | F 163 | G 54 | D 0 | EPS 0.865 | L 1.190 | R 29.000 | Avg L 0.022 | Avg R 0.537
U 164 | F 164 | G 54 | D 0 | EPS 0.864 | L 1.190 | R 29.000 | Avg L 0.022 | Avg R 0.537
U 165 | F 165 | G 54 | D 0 | EPS 0.863 | L 1.190 | R 29.000 | Avg L 0.022 | Avg R 0.537
U 165 | F 165 | G 55 | D 0 | EPS 0.863 | L 0.675 | R 29.000 | Avg L 0.012 | Avg R 0.527
U 166 | F 166 | G 55 | D 0 | EPS 0.863 | L 0.675 | R 29.000 | Avg L 0.012 | Avg R 0.527
U 167 | F 167 | G 55 | D 0 | EPS 0.862 | L 0.675 | R 29.000 | Avg L 0.012 | Avg R 0.527
U 168 | F 168 | G 55 | D 0 | EPS 0.861 | L 0.675 | R 29.000 | Avg L 0.012 | Avg R 0.527
