main.py --seed 7

Namespace(algo='q-learning', convg=1e-05, env='tokens-v0', eps_final=0.001, eps_frames=1500, eps_start=1.0, frames=30000, games=500, gamma=1.0, log_interval=1, lr=0.1, model=None, save_interval=1, seed=7)

Environments loaded

Training status loaded

U 2964 | F 2964 | G 988 | D 2 | EPS 0.001 | LR 0.00010 | L -284.093 | R 662.000 | Avg L -0.275 | Avg R 0.690
U 2965 | F 2965 | G 988 | D 2 | EPS 0.001 | LR 0.00010 | L -284.093 | R 662.000 | Avg L -0.275 | Avg R 0.690
U 2966 | F 2966 | G 988 | D 2 | EPS 0.001 | LR 0.00010 | L -284.093 | R 662.000 | Avg L -0.275 | Avg R 0.690
U 2967 | F 2967 | G 988 | D 2 | EPS 0.001 | LR 0.00010 | L -284.093 | R 662.000 | Avg L -0.275 | Avg R 0.690
U 2967 | F 2967 | G 989 | D 2 | EPS 0.001 | LR 0.00010 | L -284.059 | R 663.000 | Avg L -0.275 | Avg R 0.690
U 2968 | F 2968 | G 989 | D 2 | EPS 0.001 | LR 0.00010 | L -284.059 | R 663.000 | Avg L -0.275 | Avg R 0.690
U 2969 | F 2969 | G 989 | D 2 | EPS 0.001 | LR 0.00010 | L -284.059 | R 663.000 | Avg L -0.275 | Avg R 0.690
U 2970 | F 2970 | G 989 | D 2 | EPS 0.001 | LR 0.00010 | L -284.059 | R 663.000 | Avg L -0.275 | Avg R 0.690
U 2970 | F 2970 | G 990 | D 2 | EPS 0.001 | LR 0.00010 | L -284.024 | R 664.000 | Avg L -0.275 | Avg R 0.690
U 2971 | F 2971 | G 990 | D 2 | EPS 0.001 | LR 0.00010 | L -284.024 | R 664.000 | Avg L -0.275 | Avg R 0.690
U 2972 | F 2972 | G 990 | D 2 | EPS 0.001 | LR 0.00010 | L -284.024 | R 664.000 | Avg L -0.275 | Avg R 0.690
U 2973 | F 2973 | G 990 | D 2 | EPS 0.001 | LR 0.00010 | L -284.024 | R 664.000 | Avg L -0.275 | Avg R 0.690
U 2973 | F 2973 | G 991 | D 2 | EPS 0.001 | LR 0.00010 | L -283.990 | R 665.000 | Avg L -0.275 | Avg R 0.690
U 2974 | F 2974 | G 991 | D 2 | EPS 0.001 | LR 0.00010 | L -283.990 | R 665.000 | Avg L -0.275 | Avg R 0.690
U 2975 | F 2975 | G 991 | D 2 | EPS 0.001 | LR 0.00010 | L -283.990 | R 665.000 | Avg L -0.275 | Avg R 0.690
U 2976 | F 2976 | G 991 | D 2 | EPS 0.001 | LR 0.00010 | L -283.990 | R 665.000 | Avg L -0.275 | Avg R 0.690
U 2976 | F 2976 | G 992 | D 2 | EPS 0.001 | LR 0.00010 | L -283.955 | R 666.000 | Avg L -0.275 | Avg R 0.690
U 2977 | F 2977 | G 992 | D 2 | EPS 0.001 | LR 0.00010 | L -283.955 | R 666.000 | Avg L -0.275 | Avg R 0.690
U 2978 | F 2978 | G 992 | D 2 | EPS 0.001 | LR 0.00010 | L -283.955 | R 666.000 | Avg L -0.275 | Avg R 0.690
U 2979 | F 2979 | G 992 | D 2 | EPS 0.001 | LR 0.00010 | L -283.955 | R 666.000 | Avg L -0.275 | Avg R 0.690
U 2979 | F 2979 | G 993 | D 2 | EPS 0.001 | LR 0.00010 | L -284.921 | R 666.000 | Avg L -0.285 | Avg R 0.680
U 2980 | F 2980 | G 993 | D 2 | EPS 0.001 | LR 0.00010 | L -284.921 | R 666.000 | Avg L -0.285 | Avg R 0.680
U 2981 | F 2981 | G 993 | D 2 | EPS 0.001 | LR 0.00010 | L -284.921 | R 666.000 | Avg L -0.285 | Avg R 0.680
U 2982 | F 2982 | G 993 | D 2 | EPS 0.001 | LR 0.00010 | L -284.921 | R 666.000 | Avg L -0.285 | Avg R 0.680
U 2982 | F 2982 | G 994 | D 2 | EPS 0.001 | LR 0.00010 | L -284.886 | R 667.000 | Avg L -0.285 | Avg R 0.680
U 2983 | F 2983 | G 994 | D 2 | EPS 0.001 | LR 0.00010 | L -284.886 | R 667.000 | Avg L -0.285 | Avg R 0.680
U 2984 | F 2984 | G 994 | D 2 | EPS 0.001 | LR 0.00010 | L -284.886 | R 667.000 | Avg L -0.285 | Avg R 0.680
U 2985 | F 2985 | G 994 | D 2 | EPS 0.001 | LR 0.00010 | L -284.886 | R 667.000 | Avg L -0.285 | Avg R 0.680
U 2985 | F 2985 | G 995 | D 2 | EPS 0.001 | LR 0.00010 | L -284.852 | R 668.000 | Avg L -0.285 | Avg R 0.680
U 2986 | F 2986 | G 995 | D 2 | EPS 0.001 | LR 0.00010 | L -284.852 | R 668.000 | Avg L -0.285 | Avg R 0.680
U 2987 | F 2987 | G 995 | D 2 | EPS 0.001 | LR 0.00010 | L -284.852 | R 668.000 | Avg L -0.285 | Avg R 0.680
U 2988 | F 2988 | G 995 | D 2 | EPS 0.001 | LR 0.00010 | L -284.852 | R 668.000 | Avg L -0.285 | Avg R 0.680
U 2988 | F 2988 | G 996 | D 2 | EPS 0.001 | LR 0.00010 | L -284.817 | R 669.000 | Avg L -0.285 | Avg R 0.680
U 2989 | F 2989 | G 996 | D 2 | EPS 0.001 | LR 0.00010 | L -284.817 | R 669.000 | Avg L -0.285 | Avg R 0.680
U 2990 | F 2990 | G 996 | D 2 | EPS 0.001 | LR 0.00010 | L -284.817 | R 669.000 | Avg L -0.285 | Avg R 0.680
U 2991 | F 2991 | G 996 | D 2 | EPS 0.001 | LR 0.00010 | L -284.817 | R 669.000 | Avg L -0.285 | Avg R 0.680
U 2991 | F 2991 | G 997 | D 2 | EPS 0.001 | LR 0.00010 | L -284.783 | R 670.000 | Avg L -0.275 | Avg R 0.690
U 2992 | F 2992 | G 997 | D 2 | EPS 0.001 | LR 0.00010 | L -284.783 | R 670.000 | Avg L -0.275 | Avg R 0.690
U 2993 | F 2993 | G 997 | D 2 | EPS 0.001 | LR 0.00010 | L -284.783 | R 670.000 | Avg L -0.275 | Avg R 0.690
U 2994 | F 2994 | G 997 | D 2 | EPS 0.001 | LR 0.00010 | L -284.783 | R 670.000 | Avg L -0.275 | Avg R 0.690
U 2994 | F 2994 | G 998 | D 2 | EPS 0.001 | LR 0.00010 | L -284.748 | R 671.000 | Avg L -0.265 | Avg R 0.700
U 2995 | F 2995 | G 998 | D 2 | EPS 0.001 | LR 0.00010 | L -284.748 | R 671.000 | Avg L -0.265 | Avg R 0.700
U 2996 | F 2996 | G 998 | D 2 | EPS 0.001 | LR 0.00010 | L -284.748 | R 671.000 | Avg L -0.265 | Avg R 0.700
U 2997 | F 2997 | G 998 | D 2 | EPS 0.001 | LR 0.00010 | L -284.748 | R 671.000 | Avg L -0.265 | Avg R 0.700
U 2997 | F 2997 | G 999 | D 2 | EPS 0.001 | LR 0.00010 | L -285.714 | R 671.000 | Avg L -0.265 | Avg R 0.700
U 2998 | F 2998 | G 999 | D 2 | EPS 0.001 | LR 0.00010 | L -285.714 | R 671.000 | Avg L -0.265 | Avg R 0.700
U 2999 | F 2999 | G 999 | D 2 | EPS 0.001 | LR 0.00010 | L -285.714 | R 671.000 | Avg L -0.265 | Avg R 0.700
U 3000 | F 3000 | G 999 | D 2 | EPS 0.001 | LR 0.00010 | L -285.714 | R 671.000 | Avg L -0.265 | Avg R 0.700
U 3000 | F 3000 | G 1000 | D 2 | EPS 0.001 | LR 0.00010 | L -285.679 | R 672.000 | Avg L -0.265 | Avg R 0.700
U 3001 | F 3001 | G 1000 | D 2 | EPS 0.001 | LR 0.00010 | L -285.679 | R 672.000 | Avg L -0.265 | Avg R 0.700
U 3002 | F 3002 | G 1000 | D 2 | EPS 0.001 | LR 0.00010 | L -285.679 | R 672.000 | Avg L -0.265 | Avg R 0.700
U 3003 | F 3003 | G 1000 | D 2 | EPS 0.001 | LR 0.00010 | L -285.679 | R 672.000 | Avg L -0.265 | Avg R 0.700
U 3003 | F 3003 | G 1001 | D 2 | EPS 0.001 | LR 0.00010 | L -285.645 | R 673.000 | Avg L -0.255 | Avg R 0.710
U 3004 | F 3004 | G 1001 | D 2 | EPS 0.001 | LR 0.00010 | L -285.645 | R 673.000 | Avg L -0.255 | Avg R 0.710
U 3005 | F 3005 | G 1001 | D 2 | EPS 0.001 | LR 0.00010 | L -285.645 | R 673.000 | Avg L -0.255 | Avg R 0.710
U 3006 | F 3006 | G 1001 | D 2 | EPS 0.001 | LR 0.00010 | L -285.645 | R 673.000 | Avg L -0.255 | Avg R 0.710
U 3006 | F 3006 | G 1002 | D 2 | EPS 0.001 | LR 0.00010 | L -285.610 | R 674.000 | Avg L -0.255 | Avg R 0.710
U 3007 | F 3007 | G 1002 | D 2 | EPS 0.001 | LR 0.00010 | L -285.610 | R 674.000 | Avg L -0.255 | Avg R 0.710
U 3008 | F 3008 | G 1002 | D 2 | EPS 0.001 | LR 0.00010 | L -285.610 | R 674.000 | Avg L -0.255 | Avg R 0.710
U 3009 | F 3009 | G 1002 | D 2 | EPS 0.001 | LR 0.00010 | L -285.610 | R 674.000 | Avg L -0.255 | Avg R 0.710
U 3009 | F 3009 | G 1003 | D 2 | EPS 0.001 | LR 0.00010 | L -285.576 | R 675.000 | Avg L -0.255 | Avg R 0.710
U 3010 | F 3010 | G 1003 | D 2 | EPS 0.001 | LR 0.00010 | L -285.576 | R 675.000 | Avg L -0.255 | Avg R 0.710
U 3011 | F 3011 | G 1003 | D 2 | EPS 0.001 | LR 0.00010 | L -285.576 | R 675.000 | Avg L -0.255 | Avg R 0.710
U 3012 | F 3012 | G 1003 | D 2 | EPS 0.001 | LR 0.00010 | L -285.576 | R 675.000 | Avg L -0.255 | Avg R 0.710
U 3012 | F 3012 | G 1004 | D 2 | EPS 0.001 | LR 0.00010 | L -285.541 | R 676.000 | Avg L -0.255 | Avg R 0.710
U 3013 | F 3013 | G 1004 | D 2 | EPS 0.001 | LR 0.00010 | L -285.541 | R 676.000 | Avg L -0.255 | Avg R 0.710
U 3014 | F 3014 | G 1004 | D 2 | EPS 0.001 | LR 0.00010 | L -285.541 | R 676.000 | Avg L -0.255 | Avg R 0.710
U 3015 | F 3015 | G 1004 | D 2 | EPS 0.001 | LR 0.00010 | L -285.541 | R 676.000 | Avg L -0.255 | Avg R 0.710
U 3015 | F 3015 | G 1005 | D 2 | EPS 0.001 | LR 0.00010 | L -285.507 | R 677.000 | Avg L -0.255 | Avg R 0.710
U 3016 | F 3016 | G 1005 | D 2 | EPS 0.001 | LR 0.00010 | L -285.507 | R 677.000 | Avg L -0.255 | Avg R 0.710
U 3017 | F 3017 | G 1005 | D 2 | EPS 0.001 | LR 0.00010 | L -285.507 | R 677.000 | Avg L -0.255 | Avg R 0.710
U 3018 | F 3018 | G 1005 | D 2 | EPS 0.001 | LR 0.00010 | L -285.507 | R 677.000 | Avg L -0.255 | Avg R 0.710
U 3018 | F 3018 | G 1006 | D 2 | EPS 0.001 | LR 0.00010 | L -285.472 | R 678.000 | Avg L -0.245 | Avg R 0.720
U 3019 | F 3019 | G 1006 | D 2 | EPS 0.001 | LR 0.00010 | L -285.472 | R 678.000 | Avg L -0.245 | Avg R 0.720
U 3020 | F 3020 | G 1006 | D 2 | EPS 0.001 | LR 0.00010 | L -285.472 | R 678.000 | Avg L -0.245 | Avg R 0.720
U 3021 | F 3021 | G 1006 | D 2 | EPS 0.001 | LR 0.00010 | L -285.472 | R 678.000 | Avg L -0.245 | Avg R 0.720
U 3021 | F 3021 | G 1007 | D 2 | EPS 0.001 | LR 0.00010 | L -286.438 | R 678.000 | Avg L -0.245 | Avg R 0.720
U 3022 | F 3022 | G 1007 | D 2 | EPS 0.001 | LR 0.00010 | L -286.438 | R 678.000 | Avg L -0.245 | Avg R 0.720
U 3023 | F 3023 | G 1007 | D 2 | EPS 0.001 | LR 0.00010 | L -286.438 | R 678.000 | Avg L -0.245 | Avg R 0.720
U 3024 | F 3024 | G 1007 | D 2 | EPS 0.001 | LR 0.00010 | L -286.438 | R 678.000 | Avg L -0.245 | Avg R 0.720
U 3024 | F 3024 | G 1008 | D 2 | EPS 0.001 | LR 0.00010 | L -287.403 | R 678.000 | Avg L -0.245 | Avg R 0.720
U 3025 | F 3025 | G 1008 | D 2 | EPS 0.001 | LR 0.00010 | L -287.403 | R 678.000 | Avg L -0.245 | Avg R 0.720
U 3026 | F 3026 | G 1008 | D 2 | EPS 0.001 | LR 0.00010 | L -287.403 | R 678.000 | Avg L -0.245 | Avg R 0.720
U 3027 | F 3027 | G 1008 | D 2 | EPS 0.001 | LR 0.00010 | L -287.403 | R 678.000 | Avg L -0.245 | Avg R 0.720
U 3027 | F 3027 | G 1009 | D 2 | EPS 0.001 | LR 0.00010 | L -287.369 | R 679.000 | Avg L -0.245 | Avg R 0.720
U 3028 | F 3028 | G 1009 | D 2 | EPS 0.001 | LR 0.00010 | L -287.369 | R 679.000 | Avg L -0.245 | Avg R 0.720
U 3029 | F 3029 | G 1009 | D 2 | EPS 0.001 | LR 0.00010 | L -287.369 | R 679.000 | Avg L -0.245 | Avg R 0.720
U 3030 | F 3030 | G 1009 | D 2 | EPS 0.001 | LR 0.00010 | L -287.369 | R 679.000 | Avg L -0.245 | Avg R 0.720
U 3030 | F 3030 | G 1010 | D 2 | EPS 0.001 | LR 0.00010 | L -287.334 | R 680.000 | Avg L -0.235 | Avg R 0.730
U 3031 | F 3031 | G 1010 | D 2 | EPS 0.001 | LR 0.00010 | L -287.334 | R 680.000 | Avg L -0.235 | Avg R 0.730
U 3032 | F 3032 | G 1010 | D 2 | EPS 0.001 | LR 0.00010 | L -287.334 | R 680.000 | Avg L -0.235 | Avg R 0.730
U 3033 | F 3033 | G 1010 | D 2 | EPS 0.001 | LR 0.00010 | L -287.334 | R 680.000 | Avg L -0.235 | Avg R 0.730
U 3033 | F 3033 | G 1011 | D 2 | EPS 0.001 | LR 0.00010 | L -287.300 | R 681.000 | Avg L -0.235 | Avg R 0.730
U 3034 | F 3034 | G 1011 | D 2 | EPS 0.001 | LR 0.00010 | L -287.300 | R 681.000 | Avg L -0.235 | Avg R 0.730
U 3035 | F 3035 | G 1011 | D 2 | EPS 0.001 | LR 0.00010 | L -287.300 | R 681.000 | Avg L -0.235 | Avg R 0.730
U 3036 | F 3036 | G 1011 | D 2 | EPS 0.001 | LR 0.00010 | L -287.300 | R 681.000 | Avg L -0.235 | Avg R 0.730
U 3036 | F 3036 | G 1012 | D 2 | EPS 0.001 | LR 0.00010 | L -287.265 | R 682.000 | Avg L -0.235 | Avg R 0.730
U 3037 | F 3037 | G 1012 | D 2 | EPS 0.001 | LR 0.00010 | L -287.265 | R 682.000 | Avg L -0.235 | Avg R 0.730
U 3038 | F 3038 | G 1012 | D 2 | EPS 0.001 | LR 0.00010 | L -287.265 | R 682.000 | Avg L -0.235 | Avg R 0.730
U 3039 | F 3039 | G 1012 | D 2 | EPS 0.001 | LR 0.00010 | L -287.265 | R 682.000 | Avg L -0.235 | Avg R 0.730
U 3039 | F 3039 | G 1013 | D 2 | EPS 0.001 | LR 0.00010 | L -287.231 | R 683.000 | Avg L -0.225 | Avg R 0.740
U 3040 | F 3040 | G 1013 | D 2 | EPS 0.001 | LR 0.00010 | L -287.231 | R 683.000 | Avg L -0.225 | Avg R 0.740
U 3041 | F 3041 | G 1013 | D 2 | EPS 0.001 | LR 0.00010 | L -287.231 | R 683.000 | Avg L -0.225 | Avg R 0.740
U 3042 | F 3042 | G 1013 | D 2 | EPS 0.001 | LR 0.00010 | L -287.231 | R 683.000 | Avg L -0.225 | Avg R 0.740
U 3042 | F 3042 | G 1014 | D 2 | EPS 0.001 | LR 0.00010 | L -287.196 | R 684.000 | Avg L -0.225 | Avg R 0.740
U 3043 | F 3043 | G 1014 | D 2 | EPS 0.001 | LR 0.00010 | L -287.196 | R 684.000 | Avg L -0.225 | Avg R 0.740
U 3044 | F 3044 | G 1014 | D 2 | EPS 0.001 | LR 0.00010 | L -287.196 | R 684.000 | Avg L -0.225 | Avg R 0.740
U 3045 | F 3045 | G 1014 | D 2 | EPS 0.001 | LR 0.00010 | L -287.196 | R 684.000 | Avg L -0.225 | Avg R 0.740
U 3045 | F 3045 | G 1015 | D 2 | EPS 0.001 | LR 0.00010 | L -287.162 | R 685.000 | Avg L -0.225 | Avg R 0.740
U 3046 | F 3046 | G 1015 | D 2 | EPS 0.001 | LR 0.00010 | L -287.162 | R 685.000 | Avg L -0.225 | Avg R 0.740
U 3047 | F 3047 | G 1015 | D 2 | EPS 0.001 | LR 0.00010 | L -287.162 | R 685.000 | Avg L -0.225 | Avg R 0.740
U 3048 | F 3048 | G 1015 | D 2 | EPS 0.001 | LR 0.00010 | L -287.162 | R 685.000 | Avg L -0.225 | Avg R 0.740
U 3048 | F 3048 | G 1016 | D 2 | EPS 0.001 | LR 0.00010 | L -287.127 | R 686.000 | Avg L -0.225 | Avg R 0.740
U 3049 | F 3049 | G 1016 | D 2 | EPS 0.001 | LR 0.00010 | L -287.127 | R 686.000 | Avg L -0.225 | Avg R 0.740
U 3050 | F 3050 | G 1016 | D 2 | EPS 0.001 | LR 0.00010 | L -287.127 | R 686.000 | Avg L -0.225 | Avg R 0.740
U 3051 | F 3051 | G 1016 | D 2 | EPS 0.001 | LR 0.00010 | L -287.127 | R 686.000 | Avg L -0.225 | Avg R 0.740
U 3051 | F 3051 | G 1017 | D 2 | EPS 0.001 | LR 0.00010 | L -288.093 | R 686.000 | Avg L -0.235 | Avg R 0.730
U 3052 | F 3052 | G 1017 | D 2 | EPS 0.001 | LR 0.00010 | L -288.093 | R 686.000 | Avg L -0.235 | Avg R 0.730
U 3053 | F 3053 | G 1017 | D 2 | EPS 0.001 | LR 0.00010 | L -288.093 | R 686.000 | Avg L -0.235 | Avg R 0.730
U 3054 | F 3054 | G 1017 | D 2 | EPS 0.001 | LR 0.00010 | L -288.093 | R 686.000 | Avg L -0.235 | Avg R 0.730
U 3054 | F 3054 | G 1018 | D 2 | EPS 0.001 | LR 0.00010 | L -288.058 | R 687.000 | Avg L -0.235 | Avg R 0.730
U 3055 | F 3055 | G 1018 | D 2 | EPS 0.001 | LR 0.00010 | L -288.058 | R 687.000 | Avg L -0.235 | Avg R 0.730
U 3056 | F 3056 | G 1018 | D 2 | EPS 0.001 | LR 0.00010 | L -288.058 | R 687.000 | Avg L -0.235 | Avg R 0.730
U 3057 | F 3057 | G 1018 | D 2 | EPS 0.001 | LR 0.00010 | L -288.058 | R 687.000 | Avg L -0.235 | Avg R 0.730
U 3057 | F 3057 | G 1019 | D 2 | EPS 0.001 | LR 0.00010 | L -289.024 | R 687.000 | Avg L -0.245 | Avg R 0.720
U 3058 | F 3058 | G 1019 | D 2 | EPS 0.001 | LR 0.00010 | L -289.024 | R 687.000 | Avg L -0.245 | Avg R 0.720
U 3059 | F 3059 | G 1019 | D 2 | EPS 0.001 | LR 0.00010 | L -289.024 | R 687.000 | Avg L -0.245 | Avg R 0.720
U 3060 | F 3060 | G 1019 | D 2 | EPS 0.001 | LR 0.00010 | L -289.024 | R 687.000 | Avg L -0.245 | Avg R 0.720
U 3060 | F 3060 | G 1020 | D 2 | EPS 0.001 | LR 0.00010 | L -288.990 | R 688.000 | Avg L -0.245 | Avg R 0.720
U 3061 | F 3061 | G 1020 | D 2 | EPS 0.001 | LR 0.00010 | L -288.990 | R 688.000 | Avg L -0.245 | Avg R 0.720
U 3062 | F 3062 | G 1020 | D 2 | EPS 0.001 | LR 0.00010 | L -288.990 | R 688.000 | Avg L -0.245 | Avg R 0.720
U 3063 | F 3063 | G 1020 | D 2 | EPS 0.001 | LR 0.00010 | L -288.990 | R 688.000 | Avg L -0.245 | Avg R 0.720
U 3063 | F 3063 | G 1021 | D 2 | EPS 0.001 | LR 0.00010 | L -288.955 | R 689.000 | Avg L -0.245 | Avg R 0.720
U 3064 | F 3064 | G 1021 | D 2 | EPS 0.001 | LR 0.00010 | L -288.955 | R 689.000 | Avg L -0.245 | Avg R 0.720
U 3065 | F 3065 | G 1021 | D 2 | EPS 0.001 | LR 0.00010 | L -288.955 | R 689.000 | Avg L -0.245 | Avg R 0.720
U 3066 | F 3066 | G 1021 | D 2 | EPS 0.001 | LR 0.00010 | L -288.955 | R 689.000 | Avg L -0.245 | Avg R 0.720
U 3066 | F 3066 | G 1022 | D 2 | EPS 0.001 | LR 0.00010 | L -288.921 | R 690.000 | Avg L -0.245 | Avg R 0.720
U 3067 | F 3067 | G 1022 | D 2 | EPS 0.001 | LR 0.00010 | L -288.921 | R 690.000 | Avg L -0.245 | Avg R 0.720
U 3068 | F 3068 | G 1022 | D 2 | EPS 0.001 | LR 0.00010 | L -288.921 | R 690.000 | Avg L -0.245 | Avg R 0.720
U 3069 | F 3069 | G 1022 | D 2 | EPS 0.001 | LR 0.00010 | L -288.921 | R 690.000 | Avg L -0.245 | Avg R 0.720
U 3069 | F 3069 | G 1023 | D 2 | EPS 0.001 | LR 0.00010 | L -289.886 | R 690.000 | Avg L -0.255 | Avg R 0.710
U 3070 | F 3070 | G 1023 | D 2 | EPS 0.001 | LR 0.00010 | L -289.886 | R 690.000 | Avg L -0.255 | Avg R 0.710
U 3071 | F 3071 | G 1023 | D 2 | EPS 0.001 | LR 0.00010 | L -289.886 | R 690.000 | Avg L -0.255 | Avg R 0.710
U 3072 | F 3072 | G 1023 | D 2 | EPS 0.001 | LR 0.00010 | L -289.886 | R 690.000 | Avg L -0.255 | Avg R 0.710
U 3072 | F 3072 | G 1024 | D 2 | EPS 0.001 | LR 0.00010 | L -289.852 | R 691.000 | Avg L -0.245 | Avg R 0.720
U 3073 | F 3073 | G 1024 | D 2 | EPS 0.001 | LR 0.00010 | L -289.852 | R 691.000 | Avg L -0.245 | Avg R 0.720
U 3074 | F 3074 | G 1024 | D 2 | EPS 0.001 | LR 0.00010 | L -289.852 | R 691.000 | Avg L -0.245 | Avg R 0.720
U 3075 | F 3075 | G 1024 | D 2 | EPS 0.001 | LR 0.00010 | L -289.852 | R 691.000 | Avg L -0.245 | Avg R 0.720
U 3075 | F 3075 | G 1025 | D 2 | EPS 0.001 | LR 0.00010 | L -290.817 | R 691.000 | Avg L -0.255 | Avg R 0.710
U 3076 | F 3076 | G 1025 | D 2 | EPS 0.001 | LR 0.00010 | L -290.817 | R 691.000 | Avg L -0.255 | Avg R 0.710
U 3077 | F 3077 | G 1025 | D 2 | EPS 0.001 | LR 0.00010 | L -290.817 | R 691.000 | Avg L -0.255 | Avg R 0.710
U 3078 | F 3078 | G 1025 | D 2 | EPS 0.001 | LR 0.00010 | L -290.817 | R 691.000 | Avg L -0.255 | Avg R 0.710
U 3078 | F 3078 | G 1026 | D 2 | EPS 0.001 | LR 0.00010 | L -290.783 | R 692.000 | Avg L -0.255 | Avg R 0.710
U 3079 | F 3079 | G 1026 | D 2 | EPS 0.001 | LR 0.00010 | L -290.783 | R 692.000 | Avg L -0.255 | Avg R 0.710
U 3080 | F 3080 | G 1026 | D 2 | EPS 0.001 | LR 0.00010 | L -290.783 | R 692.000 | Avg L -0.255 | Avg R 0.710
U 3081 | F 3081 | G 1026 | D 2 | EPS 0.001 | LR 0.00010 | L -290.783 | R 692.000 | Avg L -0.255 | Avg R 0.710
U 3081 | F 3081 | G 1027 | D 2 | EPS 0.001 | LR 0.00010 | L -291.748 | R 692.000 | Avg L -0.265 | Avg R 0.700
U 3082 | F 3082 | G 1027 | D 2 | EPS 0.001 | LR 0.00010 | L -291.748 | R 692.000 | Avg L -0.265 | Avg R 0.700
U 3083 | F 3083 | G 1027 | D 2 | EPS 0.001 | LR 0.00010 | L -291.748 | R 692.000 | Avg L -0.265 | Avg R 0.700
U 3084 | F 3084 | G 1027 | D 2 | EPS 0.001 | LR 0.00010 | L -291.748 | R 692.000 | Avg L -0.265 | Avg R 0.700
U 3084 | F 3084 | G 1028 | D 2 | EPS 0.001 | LR 0.00010 | L -291.714 | R 693.000 | Avg L -0.255 | Avg R 0.710
U 3085 | F 3085 | G 1028 | D 2 | EPS 0.001 | LR 0.00010 | L -291.714 | R 693.000 | Avg L -0.255 | Avg R 0.710
U 3086 | F 3086 | G 1028 | D 2 | EPS 0.001 | LR 0.00010 | L -291.714 | R 693.000 | Avg L -0.255 | Avg R 0.710
U 3087 | F 3087 | G 1028 | D 2 | EPS 0.001 | LR 0.00010 | L -291.714 | R 693.000 | Avg L -0.255 | Avg R 0.710
U 3087 | F 3087 | G 1029 | D 2 | EPS 0.001 | LR 0.00010 | L -291.679 | R 694.000 | Avg L -0.255 | Avg R 0.710
U 3088 | F 3088 | G 1029 | D 2 | EPS 0.001 | LR 0.00010 | L -291.679 | R 694.000 | Avg L -0.255 | Avg R 0.710
U 3089 | F 3089 | G 1029 | D 2 | EPS 0.001 | LR 0.00010 | L -291.679 | R 694.000 | Avg L -0.255 | Avg R 0.710
U 3090 | F 3090 | G 1029 | D 2 | EPS 0.001 | LR 0.00010 | L -291.679 | R 694.000 | Avg L -0.255 | Avg R 0.710
U 3090 | F 3090 | G 1030 | D 2 | EPS 0.001 | LR 0.00010 | L -291.645 | R 695.000 | Avg L -0.255 | Avg R 0.710
U 3091 | F 3091 | G 1030 | D 2 | EPS 0.001 | LR 0.00010 | L -291.645 | R 695.000 | Avg L -0.255 | Avg R 0.710
U 3092 | F 3092 | G 1030 | D 2 | EPS 0.001 | LR 0.00010 | L -291.645 | R 695.000 | Avg L -0.255 | Avg R 0.710
U 3093 | F 3093 | G 1030 | D 2 | EPS 0.001 | LR 0.00010 | L -291.645 | R 695.000 | Avg L -0.255 | Avg R 0.710
U 3093 | F 3093 | G 1031 | D 2 | EPS 0.001 | LR 0.00010 | L -291.611 | R 696.000 | Avg L -0.245 | Avg R 0.720
U 3094 | F 3094 | G 1031 | D 2 | EPS 0.001 | LR 0.00010 | L -291.611 | R 696.000 | Avg L -0.245 | Avg R 0.720
U 3095 | F 3095 | G 1031 | D 2 | EPS 0.001 | LR 0.00010 | L -291.611 | R 696.000 | Avg L -0.245 | Avg R 0.720
U 3096 | F 3096 | G 1031 | D 2 | EPS 0.001 | LR 0.00010 | L -291.611 | R 696.000 | Avg L -0.245 | Avg R 0.720
U 3096 | F 3096 | G 1032 | D 2 | EPS 0.001 | LR 0.00010 | L -291.576 | R 697.000 | Avg L -0.235 | Avg R 0.730
U 3097 | F 3097 | G 1032 | D 2 | EPS 0.001 | LR 0.00010 | L -291.576 | R 697.000 | Avg L -0.235 | Avg R 0.730
U 3098 | F 3098 | G 1032 | D 2 | EPS 0.001 | LR 0.00010 | L -291.576 | R 697.000 | Avg L -0.235 | Avg R 0.730
U 3099 | F 3099 | G 1032 | D 2 | EPS 0.001 | LR 0.00010 | L -291.576 | R 697.000 | Avg L -0.235 | Avg R 0.730
U 3099 | F 3099 | G 1033 | D 2 | EPS 0.001 | LR 0.00010 | L -291.542 | R 698.000 | Avg L -0.235 | Avg R 0.730
U 3100 | F 3100 | G 1033 | D 2 | EPS 0.001 | LR 0.00010 | L -291.542 | R 698.000 | Avg L -0.235 | Avg R 0.730
U 3101 | F 3101 | G 1033 | D 2 | EPS 0.001 | LR 0.00010 | L -291.542 | R 698.000 | Avg L -0.235 | Avg R 0.730
U 3102 | F 3102 | G 1033 | D 2 | EPS 0.001 | LR 0.00010 | L -291.542 | R 698.000 | Avg L -0.235 | Avg R 0.730
U 3102 | F 3102 | G 1034 | D 2 | EPS 0.001 | LR 0.00010 | L -291.507 | R 699.000 | Avg L -0.235 | Avg R 0.730
U 3103 | F 3103 | G 1034 | D 2 | EPS 0.001 | LR 0.00010 | L -291.507 | R 699.000 | Avg L -0.235 | Avg R 0.730
U 3104 | F 3104 | G 1034 | D 2 | EPS 0.001 | LR 0.00010 | L -291.507 | R 699.000 | Avg L -0.235 | Avg R 0.730
U 3105 | F 3105 | G 1034 | D 2 | EPS 0.001 | LR 0.00010 | L -291.507 | R 699.000 | Avg L -0.235 | Avg R 0.730
